RECPTCL_FID;MAILITM_FID;EVENT_TYPE_NM;date;établissement_postal;EVENT_TYPE_CD;next_établissement_postal
USORDADZALGDAUN30050001900005;0000420016941;Expédition d'envoi é l'étranger (EDI-reéu);2023-07-04 05:00:00.000;;12;ALGéRIE
USORDADZALGDAUN30050001900005;0000689914049;Expédition d'envoi é l'étranger (EDI-reéu);2023-07-04 05:00:00.000;;12;ALGéRIE
USORDADZALGDAUN30050001900005;0000700051000;Expédition d'envoi é l'étranger (EDI-reéu);2023-07-04 05:00:00.000;;12;ALGéRIE
USORDADZALGDAUN30102003900026;0031069949200;Expédition d'envoi é l'étranger (EDI-reéu);2023-12-04 05:00:00.000;;12;ALGéRIE
FRCDGADZALGDAUN40553006010061;1A02349441537;Expédition d'envoi é l'étranger (EDI-reéu);2024-12-19 11:05:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32487005010095;1A09158628029;Expédition d'envoi é l'étranger (EDI-reéu);2023-12-01 07:45:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32105001010038;1A09165695052;Expédition d'envoi é l'étranger (EDI-reéu);2023-03-18 08:55:00.000;;12;ALGéRIE
FRCDGADZALGDAUN40272001010036;1A10720195245;Expédition d'envoi é l'étranger (EDI-reéu);2024-06-23 08:45:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32073001000051;1A12468884825;Expédition d'envoi é l'étranger (EDI-reéu);2023-02-23 08:55:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32253004010019;1A15581857998;Expédition d'envoi é l'étranger (EDI-reéu);2023-06-21 05:45:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32404001010069;1A15636417276;Expédition d'envoi é l'étranger (EDI-reéu);2023-10-07 05:45:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32371002010056;1A16738474761;Expédition d'envoi é l'étranger (EDI-reéu);2023-09-13 16:05:00.000;;12;ALGéRIE
FRONEADZALGDAUN50027013010026;1A16836314280;Expédition d'envoi é l'étranger (EDI-reéu);2025-01-16 11:05:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32308001010032;1A16964233316;Expédition d'envoi é l'étranger (EDI-reéu);2023-07-28 12:15:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32278001010108;1A17455860097;Expédition d'envoi é l'étranger (EDI-reéu);2023-07-07 12:15:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32143008010055;1A17486504533;Expédition d'envoi é l'étranger (EDI-reéu);2023-04-12 05:45:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32266001010024;1A18731266534;Expédition d'envoi é l'étranger (EDI-reéu);2023-06-29 12:15:00.000;;12;ALGéRIE
FRCDGADZALGDAUN40273002010069;1A18834161743;Expédition d'envoi é l'étranger (EDI-reéu);2024-06-25 08:45:00.000;;12;ALGéRIE
FRCDGADZALGDAUD40020001010065;1A19281042142;Expédition d'envoi é l'étranger (EDI-reéu);2024-07-25 15:30:00.000;;12;ALGéRIE
FRCDGADZALGDAUD40034001010043;1A19281042142;Expédition d'envoi é l'étranger (EDI-reéu);2024-09-18 15:30:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32308006010089;1A19283041433;Expédition d'envoi é l'étranger (EDI-reéu);2023-07-28 12:15:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32407007010079;1A19291785206;Expédition d'envoi é l'étranger (EDI-reéu);2023-10-10 05:45:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32407007010079;1A19299125776;Expédition d'envoi é l'étranger (EDI-reéu);2023-10-10 05:45:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32359001010116;1A19302682272;Expédition d'envoi é l'étranger (EDI-reéu);2023-09-06 05:45:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32409001010065;1A19305299293;Expédition d'envoi é l'étranger (EDI-reéu);2023-10-11 05:45:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32473004010071;1A19305299293;Expédition d'envoi é l'étranger (EDI-reéu);2023-11-22 07:45:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32404001010069;1A19305899318;Expédition d'envoi é l'étranger (EDI-reéu);2023-10-07 05:45:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32407007010079;1A19306038099;Expédition d'envoi é l'étranger (EDI-reéu);2023-10-10 05:45:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32446001010042;1A19307374639;Expédition d'envoi é l'étranger (EDI-reéu);2023-11-02 11:15:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32433005110036;1A19309837286;Expédition d'envoi é l'étranger (EDI-reéu);2023-10-25 05:45:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32425003010131;1A19316049825;Expédition d'envoi é l'étranger (EDI-reéu);2023-10-20 05:45:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32278001010108;1A19402574026;Expédition d'envoi é l'étranger (EDI-reéu);2023-07-07 12:15:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32221007010054;1A19438859296;Expédition d'envoi é l'étranger (EDI-reéu);2023-06-01 05:45:00.000;;12;ALGéRIE
FRONEADZALGDAUN40075001110033;1A19495356332;Expédition d'envoi é l'étranger (EDI-reéu);2024-12-18 11:05:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32090009010009;1A19519403783;Expédition d'envoi é l'étranger (EDI-reéu);2023-03-08 08:55:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32090009010009;1A19519403783;Recevoir envoi au bureau d'échange (Ent);2023-03-13 07:19:09.307;ALGER GARE;30;
FRCDGADZALGDAUN32090009010009;1A19519403783;Recevoir envoi au bureau de livraison (Ent);2023-03-14 07:21:30.137;DAR EL BEIDA;32;
FRCDGADZALGDAUN32090009010009;1A19519403783;Vaine tentative de livraison d'envoi (Ent);2023-03-14 07:22:52.407;DAR EL BEIDA;36;
FRCDGADZALGDAUN32090009010009;1A19519403783;Transmettre envoi é l'agent de livraison (Ent);2023-03-14 07:23:59.220;DAR EL BEIDA;39;
FRCDGADZALGDAUN32090009010009;1A19519403783;Transmettre envoi é l'agent de livraison (Ent);2023-03-14 08:15:50.470;DAR EL BEIDA;39;
FRCDGADZALGDAUN32090009010009;1A19519403783;Livraison d'envoi (Ent);2023-03-14 12:21:01.593;DAR EL BEIDA;37;
CHGVACDZALGBAUN30012003110033;1A19542788895;Expédition d'envoi é l'étranger (EDI-reéu);2023-02-11 09:05:00.000;;12;ALGéRIE
CHGVACDZALGBAUN30012003110033;1A19542788895;Réception d'envoi du client (Srt);2023-02-28 13:34:27.627;ORAN EL M-NAOUER;1;
CHGVACDZALGBAUN30012003110033;1A19542788895;Expédier envoi é adresse nationale (Srt);2023-02-28 13:58:47.340;ORAN EL M-NAOUER;2;CDD MOSTAGHANEM
CHGVACDZALGBAUN30012003110033;1A19542788895;Recevoir envoi au bureau de livraison (Ent);2023-03-01 09:19:19.800;CDD MOSTAGHANEM;32;
CHGVACDZALGBAUN30012003110033;1A19542788895;Transmettre envoi é l'agent de livraison (Ent);2023-03-01 13:23:00.783;CDD MOSTAGHANEM;39;
CHGVACDZALGBAUN30012003110033;1A19542788895;Expédier envoi é adresse nationale (Ent);2023-03-04 12:20:52.417;CDD MOSTAGHANEM;35;larbi-bencherif-mohamed
CHGVACDZALGBAUN30012003110033;1A19542788895;Recevoir envoi au bureau de livraison (Ent);2023-03-06 08:41:02.747;larbi-bencherif-mohamed;32;
CHGVACDZALGBAUN30012003110033;1A19542788895;Vaine tentative de livraison d'envoi (Ent);2023-03-06 08:41:39.267;larbi-bencherif-mohamed;36;
CHGVACDZALGBAUN30012003110033;1A19542788895;Livraison d'envoi (Ent);2023-03-14 14:51:01.867;larbi-bencherif-mohamed;37;
FRCDGADZALGDAUN32250001010060;1A19556023135;Expédition d'envoi é l'étranger (EDI-reéu);2023-06-19 12:15:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32042001000189;1A19561216249;Expédition d'envoi é l'étranger (EDI-reéu);2023-02-02 08:55:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32078003010047;1A19566112133;Expédition d'envoi é l'étranger (EDI-reéu);2023-02-27 08:55:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32078003010047;1A19566112133                      ;Recevoir envoi au bureau d'échange (Ent);2023-03-02 07:42:59.863;ALGER GARE;30;
FRCDGADZALGDAUN32078003010047;1A19566112133                      ;Recevoir envoi au bureau de livraison (Ent);2023-03-04 13:24:24.630;ORAN EL M-NAOUER;32;
FRCDGADZALGDAUN32078003010047;1A19566112133                      ;Expédier envoi é adresse nationale (Srt);2023-03-04 13:49:03.187;ORAN EL M-NAOUER;2;CDD SIDI BELABES
FRCDGADZALGDAUN32078003010047;1A19566112133                      ;Recevoir envoi au bureau de livraison (Ent);2023-03-05 07:46:21.450;CDD SIDI BELABES;32;
FRCDGADZALGDAUN32078003010047;1A19566112133                      ;Transmettre envoi é l'agent de livraison (Ent);2023-03-05 07:59:14.703;CDD SIDI BELABES;39;
FRCDGADZALGDAUN32078003010047;1A19566112133                      ;Expédier envoi é adresse nationale (Srt);2023-03-06 13:22:39.200;CDD SIDI BELABES;2;SIDI-BEL-ABBES-FIDA
FRCDGADZALGDAUN32078003010047;1A19566112133                      ;Expédier envoi é adresse nationale (Srt);2023-03-06 13:23:09.833;CDD SIDI BELABES;2;SIDI-BEL-ABBES-FIDA
FRCDGADZALGDAUN32078003010047;1A19566112133                      ;Recevoir envoi au bureau de livraison (Ent);2023-03-07 09:21:06.197;SIDI-BEL-ABBES-FIDA;32;
FRCDGADZALGDAUN32078003010047;1A19566112133                      ;Vaine tentative de livraison d'envoi (Ent);2023-03-07 09:21:31.530;SIDI-BEL-ABBES-FIDA;36;
FRCDGADZALGDAUN32078003010047;1A19566112133                      ;Livraison d'envoi (Ent);2023-03-18 09:58:45.337;SIDI-BEL-ABBES-FIDA;37;
FRCDGADZALGDAUN32121011010039;1A19567369628;Expédition d'envoi é l'étranger (EDI-reéu);2023-03-29 05:45:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32121009010013;1A19573342202;Expédition d'envoi é l'étranger (EDI-reéu);2023-03-29 05:45:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32185001000082;1A19582007642;Expédition d'envoi é l'étranger (EDI-reéu);2023-05-09 05:45:00.000;;12;ALGéRIE
JPTYOHDZALGDAUN31239001110028;1A19590958202;Expédition d'envoi é l'étranger (EDI-reéu);2023-11-08 21:55:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32198005010069;1A19591583434;Expédition d'envoi é l'étranger (EDI-reéu);2023-05-16 12:15:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32234003010041;1A19604088079;Expédition d'envoi é l'étranger (EDI-reéu);2023-06-08 05:45:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32382001010066;1A19618170296;Expédition d'envoi é l'étranger (EDI-reéu);2023-09-20 16:05:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32278001010108;1A19629461369;Expédition d'envoi é l'étranger (EDI-reéu);2023-07-07 12:15:00.000;;12;ALGéRIE
FRCDGADZALGDAUN40053001010020;1A19630275139;Expédition d'envoi é l'étranger (EDI-reéu);2024-02-02 11:15:00.000;;12;ALGéRIE
FRCDGADZALGDAUD40020001010065;1A19630275139;Expédition d'envoi é l'étranger (EDI-reéu);2024-07-25 15:30:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32266001010024;1A19641229435;Expédition d'envoi é l'étranger (EDI-reéu);2023-06-29 12:15:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32404001010069;1A19649551231;Expédition d'envoi é l'étranger (EDI-reéu);2023-10-07 05:45:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32243001010032;1A19655350835;Expédition d'envoi é l'étranger (EDI-reéu);2023-06-14 12:15:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32407007010079;1A19660495088;Expédition d'envoi é l'étranger (EDI-reéu);2023-10-10 05:45:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32363002010094;1A19664448974;Expédition d'envoi é l'étranger (EDI-reéu);2023-09-09 05:45:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32392002010028;1A19670309740;Expédition d'envoi é l'étranger (EDI-reéu);2023-09-27 05:45:00.000;;12;ALGéRIE
FRCDGADZALGDAUD40041002010032;1A19670309740;Expédition d'envoi é l'étranger (EDI-reéu);2024-10-16 15:30:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32323006010065;1A19670807413;Expédition d'envoi é l'étranger (EDI-reéu);2023-08-10 05:45:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32289001010063;1A19673162496;Expédition d'envoi é l'étranger (EDI-reéu);2023-07-14 05:45:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32407007010079;1A19683309355;Expédition d'envoi é l'étranger (EDI-reéu);2023-10-10 05:45:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32404001010069;1A19689348778;Expédition d'envoi é l'étranger (EDI-reéu);2023-10-07 05:45:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32404001010069;1A19701404086;Expédition d'envoi é l'étranger (EDI-reéu);2023-10-07 05:45:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32395004010043;1A19701538859;Expédition d'envoi é l'étranger (EDI-reéu);2023-09-29 05:45:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32404001010069;1A19707675282;Expédition d'envoi é l'étranger (EDI-reéu);2023-10-07 05:45:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32243001010032;1A19831842192;Expédition d'envoi é l'étranger (EDI-reéu);2023-06-14 12:15:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32473004010071;1A19886658380;Expédition d'envoi é l'étranger (EDI-reéu);2023-11-22 07:45:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32248002010034;1A19902760950;Expédition d'envoi é l'étranger (EDI-reéu);2023-06-17 05:45:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32291001010063;1A20068131034;Expédition d'envoi é l'étranger (EDI-reéu);2023-07-17 12:15:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32278001010108;1A20151175358;Expédition d'envoi é l'étranger (EDI-reéu);2023-07-07 12:15:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32438004010105;1A20205222823;Expédition d'envoi é l'étranger (EDI-reéu);2023-10-27 05:45:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32098006010018;1A20205888821;Expédition d'envoi é l'étranger (EDI-reéu);2023-03-14 08:55:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32098006010018;1A20205888852;Expédition d'envoi é l'étranger (EDI-reéu);2023-03-14 08:55:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32241003010039;1A20212663770;Expédition d'envoi é l'étranger (EDI-reéu);2023-06-13 12:15:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32089008010042;1A20219128685;Expédition d'envoi é l'étranger (EDI-reéu);2023-03-07 08:55:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32078003010047;1A20219597818;Expédition d'envoi é l'étranger (EDI-reéu);2023-02-27 08:55:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32098006010018;1A20235532176;Expédition d'envoi é l'étranger (EDI-reéu);2023-03-14 08:55:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32113005000071;1A20238607239;Expédition d'envoi é l'étranger (EDI-reéu);2023-03-23 08:55:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32323006010065;1A20239589169;Expédition d'envoi é l'étranger (EDI-reéu);2023-08-10 05:45:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32289001010063;1A20240269432;Expédition d'envoi é l'étranger (EDI-reéu);2023-07-14 05:45:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32089009000199;1A20336596510;Expédition d'envoi é l'étranger (EDI-reéu);2023-03-07 08:55:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32233001010031;1A20342818170;Expédition d'envoi é l'étranger (EDI-reéu);2023-06-07 12:15:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32005004000066;1A20368020557;Expédition d'envoi é l'étranger (EDI-reéu);2023-01-07 08:55:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32094006000173;1A20371463730;Expédition d'envoi é l'étranger (EDI-reéu);2023-03-10 08:55:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32164001100042;1A20371463754;Expédition d'envoi é l'étranger (EDI-reéu);2023-04-25 05:45:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32189002000083;1A20371463761;Expédition d'envoi é l'étranger (EDI-reéu);2023-05-11 05:45:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32208008000142;1A20371463778;Expédition d'envoi é l'étranger (EDI-reéu);2023-05-23 05:45:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32042002000071;1A20371463785;Expédition d'envoi é l'étranger (EDI-reéu);2023-02-02 08:55:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32094006000173;1A20371463792;Expédition d'envoi é l'étranger (EDI-reéu);2023-03-10 08:55:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32089009000199;1A20371463808;Expédition d'envoi é l'étranger (EDI-reéu);2023-03-07 08:55:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32089009000199;1A20371463815;Expédition d'envoi é l'étranger (EDI-reéu);2023-03-07 08:55:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32095008000157;1A20371463822;Expédition d'envoi é l'étranger (EDI-reéu);2023-03-11 08:55:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32171001010061;1A20405590128;Expédition d'envoi é l'étranger (EDI-reéu);2023-04-28 12:15:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32171001010061;1A20405590128                      ;Réception d'envoi du client (Srt);2023-05-13 09:20:20.703;AIN EL HAMMAM;1;
FRCDGADZALGDAUN32171001010061;1A20405590128                      ;Expédier envoi é adresse nationale (Srt);2023-05-13 09:28:33.780;AIN EL HAMMAM;2;CDD TIZI-OUZOU
FRCDGADZALGDAUN32171001010061;1A20405590128                      ;Expédier envoi é adresse nationale (Srt);2023-05-13 09:35:50.843;AIN EL HAMMAM;2;CDD TIZI-OUZOU
FRCDGADZALGDAUN32171001010061;1A20405590128                      ;Vaine tentative de livraison d'envoi (Ent);2023-08-12 13:06:31.263;DRAA EL MIZANE;36;
FRCDGADZALGDAUN32171001010061;1A20405590128                      ;Expédier envoi é adresse nationale (Srt);2023-08-13 07:07:29.317;DRAA EL MIZANE;2;ALGER GARE
FRCDGADZALGDAUN32289001010063;1A20411911245;Expédition d'envoi é l'étranger (EDI-reéu);2023-07-14 05:45:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32156003010046;1A20426298058;Expédition d'envoi é l'étranger (EDI-reéu);2023-04-19 12:15:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32312003010036;1A20432066658;Expédition d'envoi é l'étranger (EDI-reéu);2023-08-02 05:45:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32312003010036;1A20432066658                      ;Réception d'envoi du client (Srt);2023-08-22 07:44:28.080;CDD TIZI-OUZOU;1;
FRCDGADZALGDAUN32312003010036;1A20432066658                      ;Recevoir envoi au bureau de livraison (Ent);2023-08-22 07:44:39.547;CDD TIZI-OUZOU;32;
FRCDGADZALGDAUN32312003010036;1A20432066658                      ;Transmettre envoi é l'agent de livraison (Ent);2023-08-22 07:44:57.780;CDD TIZI-OUZOU;39;
FRCDGADZALGDAUN32312003010036;1A20432066658                      ;Livraison d'envoi (Ent);2023-08-24 10:18:47.167;CDD TIZI-OUZOU;37;
FRCDGADZALGDAUN32278001010108;1A20450007008;Expédition d'envoi é l'étranger (EDI-reéu);2023-07-07 12:15:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32474001010045;1A20450388855;Expédition d'envoi é l'étranger (EDI-reéu);2023-11-22 15:15:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32292001010140;1A20450986709;Expédition d'envoi é l'étranger (EDI-reéu);2023-07-18 05:45:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32250001010060;1A20451268224;Expédition d'envoi é l'étranger (EDI-reéu);2023-06-19 12:15:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32278001010108;1A20456042676;Expédition d'envoi é l'étranger (EDI-reéu);2023-07-07 12:15:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32278001010108;1A20456042676                      ;Réception d'envoi du client (Srt);2023-07-22 15:03:14.937;ORAN EL M-NAOUER;1;
FRCDGADZALGDAUN32278001010108;1A20456042676                      ;Recevoir envoi au bureau de livraison (Ent);2023-07-24 13:56:39.163;AIN EL BIA BENHLIMA MOHAMMED;32;
FRCDGADZALGDAUN32278001010108;1A20456042676                      ;Vaine tentative de livraison d'envoi (Ent);2023-07-24 13:57:24.013;AIN EL BIA BENHLIMA MOHAMMED;36;
FRCDGADZALGDAUN32278001010108;1A20456042676                      ;Livraison d'envoi (Ent);2023-07-25 13:36:32.520;AIN EL BIA BENHLIMA MOHAMMED;37;
FRCDGADZALGDAUN32250001010060;1A20456825927;Expédition d'envoi é l'étranger (EDI-reéu);2023-06-19 12:15:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32312003010036;1A20460577850;Expédition d'envoi é l'étranger (EDI-reéu);2023-08-02 05:45:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32323006010065;1A20462225247;Expédition d'envoi é l'étranger (EDI-reéu);2023-08-10 05:45:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32511003010089;1A20464088529;Expédition d'envoi é l'étranger (EDI-reéu);2023-12-14 07:45:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32504004010073;1A20464088536;Expédition d'envoi é l'étranger (EDI-reéu);2023-12-10 07:45:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32250001010060;1A20467796469;Expédition d'envoi é l'étranger (EDI-reéu);2023-06-19 12:15:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32473004010071;1A20468415215;Expédition d'envoi é l'étranger (EDI-reéu);2023-11-22 07:45:00.000;;12;ALGéRIE
FRCDGADZALGDAUN40048001010054;1A20468415215;Expédition d'envoi é l'étranger (EDI-reéu);2024-01-30 15:15:00.000;;12;ALGéRIE
FRCDGADZALGDAUD40020001010065;1A20468415215;Expédition d'envoi é l'étranger (EDI-reéu);2024-07-25 15:30:00.000;;12;ALGéRIE
FRCDGADZALGDAUD40034001010043;1A20468415215;Expédition d'envoi é l'étranger (EDI-reéu);2024-09-18 15:30:00.000;;12;ALGéRIE
BEBRUADZALGDAUR30124001110007;1A20489491199;Expédition d'envoi é l'étranger (EDI-reéu);2023-08-22 11:35:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32409001010065;1A20493633059;Expédition d'envoi é l'étranger (EDI-reéu);2023-10-11 05:45:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32371002010056;1A20497989183;Expédition d'envoi é l'étranger (EDI-reéu);2023-09-13 16:05:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32464005010051;1A20500075681;Expédition d'envoi é l'étranger (EDI-reéu);2023-11-16 07:45:00.000;;12;ALGéRIE
FRONEADZALGDAUN40068004010054;1A20501573544;Expédition d'envoi é l'étranger (EDI-reéu);2024-12-14 17:00:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32407007010079;1A20503523691;Expédition d'envoi é l'étranger (EDI-reéu);2023-10-10 05:45:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32404001010069;1A20504220407;Expédition d'envoi é l'étranger (EDI-reéu);2023-10-07 05:45:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32367009010037;1A20505725260;Expédition d'envoi é l'étranger (EDI-reéu);2023-09-12 05:45:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32438009010076;1A20524883651;Expédition d'envoi é l'étranger (EDI-reéu);2023-10-27 05:45:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32454002010053;1A20539117796;Expédition d'envoi é l'étranger (EDI-reéu);2023-11-09 07:45:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32454004010050;1A20539117796;Expédition d'envoi é l'étranger (EDI-reéu);2023-11-09 07:45:00.000;;12;ALGéRIE
FRCDGADZALGDAUD40019001010104;1A20574914770;Expédition d'envoi é l'étranger (EDI-reéu);2024-07-19 15:30:00.000;;12;ALGéRIE
FRCDGADZALGDAUD40029001010033;1A20574914770;Expédition d'envoi é l'étranger (EDI-reéu);2024-08-31 15:30:00.000;;12;ALGéRIE
FRONEADZALGDAUN40037001010014;1A20574914770;Expédition d'envoi é l'étranger (EDI-reéu);2024-12-02 17:00:00.000;;12;ALGéRIE
FRCDGADZALGDAUD40019001010104;1A20574914770                      ;Réception d'envoi du client (Srt);2024-12-12 11:37:02.967;ORAN EL M-NAOUER;1;
FRCDGADZALGDAUD40029001010033;1A20574914770                      ;Réception d'envoi du client (Srt);2024-12-12 11:37:02.967;ORAN EL M-NAOUER;1;
FRONEADZALGDAUN40037001010014;1A20574914770                      ;Réception d'envoi du client (Srt);2024-12-12 11:37:02.967;ORAN EL M-NAOUER;1;
FRCDGADZALGDAUD40019001010104;1A20574914770                      ;Expédier envoi é adresse nationale (Srt);2024-12-12 11:50:29.373;ORAN EL M-NAOUER;2;CDD MASCARA
FRCDGADZALGDAUD40029001010033;1A20574914770                      ;Expédier envoi é adresse nationale (Srt);2024-12-12 11:50:29.373;ORAN EL M-NAOUER;2;CDD MASCARA
FRONEADZALGDAUN40037001010014;1A20574914770                      ;Expédier envoi é adresse nationale (Srt);2024-12-12 11:50:29.373;ORAN EL M-NAOUER;2;CDD MASCARA
FRCDGADZALGDAUD40019001010104;1A20574914770                      ;Transmettre envoi é l'agent de livraison (Ent);2024-12-14 08:36:10.587;CDD MASCARA;39;
FRCDGADZALGDAUD40029001010033;1A20574914770                      ;Transmettre envoi é l'agent de livraison (Ent);2024-12-14 08:36:10.587;CDD MASCARA;39;
FRONEADZALGDAUN40037001010014;1A20574914770                      ;Transmettre envoi é l'agent de livraison (Ent);2024-12-14 08:36:10.587;CDD MASCARA;39;
FRCDGADZALGDAUD40019001010104;1A20574914770                      ;Vaine tentative de livraison d'envoi (Ent);2024-12-14 08:37:05.000;CDD MASCARA;36;
FRCDGADZALGDAUD40029001010033;1A20574914770                      ;Vaine tentative de livraison d'envoi (Ent);2024-12-14 08:37:05.000;CDD MASCARA;36;
FRONEADZALGDAUN40037001010014;1A20574914770                      ;Vaine tentative de livraison d'envoi (Ent);2024-12-14 08:37:05.000;CDD MASCARA;36;
FRCDGADZALGDAUN32143008010055;1A20626004312;Expédition d'envoi é l'étranger (EDI-reéu);2023-04-12 05:45:00.000;;12;ALGéRIE
FRCDGADZALGDAUN32063003000283;1A20628364636;Expédition d'envoi é l'étranger (EDI-reéu);2023-02-16 08:55:00.000;;12;ALGéRIE
FRCDGADZALGDAUD32002001010025;1A20632305502;Expédition d'envoi é l'étranger (EDI-reéu);2023-03-11 08:55:00.000;;12;ALGéRIE
FRCDGADZALGDAUD32002001010025;1A20632305502                      ;Réception d'envoi du client (Srt);2023-03-18 07:55:51.900;CDD BOUIRA;1;
FRCDGADZALGDAUD32002001010025;1A20632305502                      ;Recevoir envoi au bureau de livraison (Ent);2023-03-18 07:56:00.923;CDD BOUIRA;32;
FRCDGADZALGDAUD32002001010025;1A20632305502                      ;Expédier envoi é adresse nationale (Srt);2023-03-18 07:56:12.790;CDD BOUIRA;2;AHL EL KSAR
FRCDGADZALGDAUD32002001010025;1A20632305502                      ;Recevoir envoi au bureau de livraison (Ent);2023-03-19 14:00:16.920;AHL EL KSAR;32;
FRCDGADZALGDAUD32002001010025;1A20632305502                      ;Livraison d'envoi (Ent);2023-03-19 14:00:57.520;AHL EL KSAR;37;
