RECPTCL_FID;MAILITM_FID;EVENT_TYPE_NM;date;établissement_postal;EVENT_TYPE_CD;next_établissement_postal
PTLISHDZALGBACN57006001100023;CA002510868PT                      ;Recevoir envoi au bureau d'échange (Ent);2025-02-09 08:53:21.047;ALGER COLIS POSTAUX;30;
PTLISHDZALGBACN57006001100023;CA002510868PT                      ;Expédier envoi é adresse nationale (Ent);2025-02-09 09:23:19.333;ALGER COLIS POSTAUX;35;ALGER GARE
PTLISHDZALGBACN57006001100023;CA002510868PT                      ;Expédier envoi é adresse nationale (Ent);2025-02-10 06:52:26.523;ALGER GARE;35;ALGER COLIS POSTAUX
PTLISHDZALGBACN57013001100094;CA002551522PT;Expédition d'envoi é l'étranger (EDI-reéu);2025-03-12 18:30:00.000;PORTUGAL;12;ALGéRIE
PTLISHDZALGBACN57013001100094;CA002551522PT                      ;Recevoir envoi au bureau d'échange (Ent);2025-03-15 11:01:05.093;ALGER COLIS POSTAUX;30;
PTLISHDZALGBACN57013001100094;CA002551522PT                      ;Expédier envoi é adresse nationale (Ent);2025-03-15 11:47:57.063;ALGER COLIS POSTAUX;35;ALGER GARE
PTLISHDZALGBACN57013001100094;CA002551522PT                      ;Expédier envoi é adresse nationale (Ent);2025-03-16 14:20:37.967;ALGER GARE;35;CDD KOUBA
PTLISHDZALGBACN57013001100094;CA002551522PT                      ;Recevoir envoi au bureau de livraison (Ent);2025-03-17 08:07:35.903;CDD KOUBA;32;
PTLISHDZALGBACN57013001100094;CA002551522PT                      ;Vaine tentative de livraison d'envoi (Ent);2025-03-17 08:07:57.823;CDD KOUBA;36;
PTLISHDZALGBACN57013001100094;CA002551522PT                      ;Expédier envoi é adresse nationale (Ent);2025-03-17 08:08:20.693;CDD KOUBA;35;HAI EL BADR
PTLISHDZALGBACN57013001100094;CA002551522PT                      ;Vaine tentative de livraison d'envoi (Ent);2025-03-18 10:29:25.590;HAI EL BADR;36;
PTLISHDZALGBACN57013001100094;CA002551522PT                      ;Transmettre envoi é l'agent de livraison (Ent);2025-03-18 10:29:56.000;HAI EL BADR;39;
PTLISHDZALGBACN57013001100094;CA002551522PT                      ;Livraison d'envoi (Ent);2025-03-19 08:03:12.893;HAI EL BADR;37;
ATVIEBDZALGBACN50004001000170;CA002838667AT;Expédition d'envoi é l'étranger (EDI-reéu);2025-01-08 15:15:00.000;AUTRICHE;12;ALGéRIE
ATVIEBDZALGBACN50004001000170;CA002838667AT                      ;Recevoir envoi au bureau d'échange (Ent);2025-01-14 08:31:28.640;ALGER COLIS POSTAUX;30;
ATVIEBDZALGBACN50004001000170;CA002838667AT                      ;Expédier envoi é adresse nationale (Ent);2025-01-14 09:52:20.443;ALGER COLIS POSTAUX;35;CDD TIZI-OUZOU
ATVIEBDZALGBACN50004001000170;CA002838667AT                      ;Recevoir envoi au bureau de livraison (Ent);2025-01-15 08:02:00.813;CDD TIZI-OUZOU;32;
ATVIEBDZALGBACN50004001000170;CA002838667AT                      ;Expédier envoi é adresse nationale (Srt);2025-01-15 08:03:40.253;CDD TIZI-OUZOU;2;BOGHNI
ATVIEBDZALGBACN50004001000170;CA002838667AT                      ;Recevoir envoi au bureau de livraison (Ent);2025-01-16 10:14:16.153;BOGHNI;32;
ATVIEBDZALGBACN50004001000170;CA002838667AT                      ;Transmettre envoi é l'agent de livraison (Ent);2025-01-16 10:14:51.813;BOGHNI;39;
ATVIEBDZALGBACN50004001000170;CA002838667AT                      ;Livraison d'envoi (Ent);2025-03-04 13:24:34.080;BOGHNI;37;
ATVIEBDZALGBACN40080005100108;CA003263690AT;Expédition d'envoi é l'étranger (EDI-reéu);2024-07-10 16:20:00.000;AUTRICHE;12;ALGéRIE
ATVIEBDZALGBACN40080005100108;CA003263690AT                      ;Recevoir envoi au bureau d'échange (Ent);2024-07-17 08:36:37.553;ALGER COLIS POSTAUX;30;
ATVIEBDZALGBACN40080005100108;CA003263690AT                      ;Expédier envoi é adresse nationale (Ent);2024-07-17 11:16:30.387;ALGER COLIS POSTAUX;35;FER CPX ALGER
ATVIEBDZALGBACN40080005100108;CA003263690AT                      ;Expédier envoi é adresse nationale (Ent);2024-07-17 12:55:40.997;ALGER COLIS POSTAUX;35;CONSTANTINE COLIS POSTAUX
ATVIEBDZALGBACN40080005100108;CA003263690AT                      ;Recevoir envoi au bureau de livraison (Ent);2024-07-20 09:30:56.717;CONSTANTINE COLIS POSTAUX;32;
ATVIEBDZALGBACN40080005100108;CA003263690AT                      ;Expédier envoi é adresse nationale (Srt);2024-07-20 09:55:21.043;CONSTANTINE COLIS POSTAUX;2;AIN SMARA
ATVIEBDZALGBACN40080005100108;CA003263690AT                      ;Recevoir envoi au bureau de livraison (Ent);2024-07-21 07:20:46.970;AIN SMARA;32;
ATVIEBDZALGBACN40080005100108;CA003263690AT                      ;Vaine tentative de livraison d'envoi (Ent);2024-07-21 07:32:19.170;AIN SMARA;36;
ATVIEBDZALGBACN40080005100108;CA003263690AT                      ;Livraison d'envoi (Ent);2024-07-21 14:44:39.773;AIN SMARA;37;
ATVIEBDZALGBACN30034003000099;CA004416318AT;Expédition d'envoi é l'étranger (EDI-reéu);2023-03-29 17:50:00.000;;12;ALGéRIE
ATVIEBDZALGBACN30034003000099;CA004416318AT                      ;Recevoir envoi au bureau d'échange (Ent);2023-04-04 08:48:56.510;ALGER COLIS POSTAUX;30;
ATVIEBDZALGBACN30034003000099;CA004416318AT                      ;Expédier envoi é adresse nationale (Ent);2023-04-04 09:18:05.770;ALGER COLIS POSTAUX;35;FER CPX ALGER
ATVIEBDZALGBACN30034003000099;CA004416318AT                      ;Expédier envoi é adresse nationale (Ent);2023-04-04 10:04:42.137;ALGER COLIS POSTAUX;35;CDD SETIF
ATVIEBDZALGBACN30034003000099;CA004416318AT                      ;Expédier envoi é adresse nationale (Ent);2023-04-04 10:14:01.433;ALGER COLIS POSTAUX;35;CDD TIZI-OUZOU
ATVIEBDZALGBACN30034003000099;CA004416318AT                      ;Expédier envoi é adresse nationale (Ent);2023-04-04 10:15:02.447;ALGER COLIS POSTAUX;35;CDD TIZI-OUZOU
ATVIEBDZALGBACN30034003000099;CA004416318AT                      ;Recevoir envoi au bureau de livraison (Ent);2023-04-05 09:08:40.910;CDD TIZI-OUZOU;32;
ATVIEBDZALGBACN30034003000099;CA004416318AT                      ;Vaine tentative de livraison d'envoi (Ent);2023-04-17 09:38:59.867;CDD TIZI-OUZOU;36;
ATVIEBDZALGBACN30034003000099;CA004416318AT                      ;Expédier envoi é adresse nationale (Srt);2023-04-17 09:39:49.257;CDD TIZI-OUZOU;2;ALGER COLIS POSTAUX
ATVIEBDZALGBACN30034003000099;CA004416318AT                      ;Expédier envoi é adresse nationale (Ent);2023-04-19 08:44:41.460;ALGER COLIS POSTAUX;35;AVION CPX ALGER
ATVIEBDZALGBACN30034003000099;CA004416318AT                      ;Recevoir envoi au bureau d'échange (Srt);2023-04-25 06:59:41.987;ALGER COLIS POSTAUX;3;AVION CPX ALGER
ATVIEBDZALGBACN30034003000099;CA004416318AT                      ;Insérer envoi dans sac (Srt);2023-04-25 07:02:38.567;ALGER COLIS POSTAUX;8;
ATVIEBDZALGBACN30034001000200;CA004416321AT;Expédition d'envoi é l'étranger (EDI-reéu);2023-03-29 17:50:00.000;;12;ALGéRIE
ATVIEBDZALGBACN30034001000200;CA004416321AT                      ;Recevoir envoi au bureau d'échange (Ent);2023-04-02 08:48:23.690;ALGER COLIS POSTAUX;30;
ATVIEBDZALGBACN30034001000200;CA004416321AT                      ;Expédier envoi é adresse nationale (Ent);2023-04-02 09:38:29.547;ALGER COLIS POSTAUX;35;FER CPX ALGER
ATVIEBDZALGBACN30034001000200;CA004416321AT                      ;Expédier envoi é adresse nationale (Ent);2023-04-02 10:04:00.730;ALGER COLIS POSTAUX;35;CDD TIZI-OUZOU
ATVIEBDZALGBACN30034001000200;CA004416321AT                      ;Recevoir envoi au bureau de livraison (Ent);2023-04-03 08:44:10.540;CDD TIZI-OUZOU;32;
ATVIEBDZALGBACN30034001000200;CA004416321AT                      ;Expédier envoi é adresse nationale (Srt);2023-04-03 08:46:11.750;CDD TIZI-OUZOU;2;BOGHNI
ATVIEBDZALGBACN30034001000200;CA004416321AT                      ;Recevoir envoi au bureau de livraison (Ent);2023-04-05 08:14:59.940;BOGHNI;32;
ATVIEBDZALGBACN30034001000200;CA004416321AT                      ;Recevoir envoi au bureau de livraison (Ent);2023-04-05 08:16:14.593;BOGHNI;32;
ATVIEBDZALGBACN30034001000200;CA004416321AT                      ;Recevoir envoi au bureau de livraison (Ent);2023-04-05 08:18:16.470;BOGHNI;32;
ATVIEBDZALGBACN30034001000200;CA004416321AT                      ;Transmettre envoi é l'agent de livraison (Ent);2023-04-05 08:20:17.880;BOGHNI;39;
ATVIEBDZALGBACN30034001000200;CA004416321AT                      ;Transmettre envoi é l'agent de livraison (Ent);2023-04-05 08:22:23.913;BOGHNI;39;
ATVIEBDZALGBACN30034001000200;CA004416321AT                      ;Livraison d'envoi (Ent);2023-04-05 11:06:59.480;BOGHNI;37;
ATVIEBDZALGBACN30045002000200;CA004418225AT;Expédition d'envoi é l'étranger (EDI-reéu);2023-04-12 17:50:00.000;;12;ALGéRIE
ATVIEBDZALGBACN30045002000200;CA004418225AT                      ;Recevoir envoi au bureau d'échange (Ent);2023-04-26 09:05:11.560;ALGER COLIS POSTAUX;30;
ATVIEBDZALGBACN30045002000200;CA004418225AT                      ;Expédier envoi é adresse nationale (Ent);2023-04-26 09:39:26.670;ALGER COLIS POSTAUX;35;FER CPX ALGER
ATVIEBDZALGBACN30045002000200;CA004418225AT                      ;Expédier envoi é adresse nationale (Ent);2023-04-26 09:58:34.863;ALGER COLIS POSTAUX;35;CDD TIZI-OUZOU
ATVIEBDZALGBACN30045002000200;CA004418225AT                      ;Recevoir envoi au bureau de livraison (Ent);2023-04-27 08:40:55.473;CDD TIZI-OUZOU;32;
ATVIEBDZALGBACN30045002000200;CA004418225AT                      ;Expédier envoi é adresse nationale (Srt);2023-04-27 08:46:05.190;CDD TIZI-OUZOU;2;BOGHNI
ATVIEBDZALGBACN30045002000200;CA004418225AT                      ;Recevoir envoi au bureau de livraison (Ent);2023-04-29 12:03:29.120;BOGHNI;32;
ATVIEBDZALGBACN30045002000200;CA004418225AT                      ;Recevoir envoi au bureau de livraison (Ent);2023-04-29 12:11:46.937;BOGHNI;32;
ATVIEBDZALGBACN30045002000200;CA004418225AT                      ;Vaine tentative de livraison d'envoi (Ent);2023-04-29 12:15:53.307;BOGHNI;36;
ATVIEBDZALGBACN30045002000200;CA004418225AT                      ;Transmettre envoi é l'agent de livraison (Ent);2023-04-29 12:17:53.683;BOGHNI;39;
ATVIEBDZALGBACN30045002000200;CA004418225AT                      ;Livraison d'envoi (Ent);2023-04-30 13:41:13.010;BOGHNI;37;
ATVIEBDZALGBBCN30037002000197;CA004419994AT;Expédition d'envoi é l'étranger (EDI-reéu);2023-05-24 17:50:00.000;;12;ALGéRIE
ATVIEBDZALGBBCN30037002000197;CA004419994AT                      ;Recevoir envoi au bureau d'échange (Ent);2023-05-29 10:21:00.510;ALGER COLIS POSTAUX;30;
ATVIEBDZALGBBCN30037002000197;CA004419994AT                      ;Expédier envoi é adresse nationale (Ent);2023-05-29 11:02:03.803;ALGER COLIS POSTAUX;35;FER CPX ALGER
ATVIEBDZALGBBCN30037002000197;CA004419994AT                      ;Expédier envoi é adresse nationale (Ent);2023-05-29 11:13:03.067;ALGER COLIS POSTAUX;35;CONSTANTINE COLIS POSTAUX
ATVIEBDZALGBBCN30037002000197;CA004419994AT                      ;Recevoir envoi au bureau de livraison (Ent);2023-05-31 10:06:44.497;CONSTANTINE COLIS POSTAUX;32;
ATVIEBDZALGBBCN30037002000197;CA004419994AT                      ;Expédier envoi é adresse nationale (Srt);2023-05-31 12:31:01.647;CONSTANTINE COLIS POSTAUX;2;CDD JIJEL
ATVIEBDZALGBBCN30037002000197;CA004419994AT                      ;Recevoir envoi au bureau de livraison (Ent);2023-06-01 14:14:50.203;CDD JIJEL;32;
ATVIEBDZALGBBCN30037002000197;CA004419994AT                      ;Expédier envoi é adresse nationale (Ent);2023-06-01 14:17:41.920;CDD JIJEL;35;BENI-BELAID
ATVIEBDZALGBBCN30037002000197;CA004419994AT                      ;Recevoir envoi au bureau de livraison (Ent);2023-06-03 14:14:23.440;BENI-BELAID;32;
ATVIEBDZALGBBCN30037002000197;CA004419994AT                      ;Recevoir envoi au bureau de livraison (Ent);2023-06-03 14:19:13.480;BENI-BELAID;32;
ATVIEBDZALGBBCN30037002000197;CA004419994AT                      ;Vaine tentative de livraison d'envoi (Ent);2023-06-03 14:19:32.487;BENI-BELAID;36;
ATVIEBDZALGBBCN30037002000197;CA004419994AT                      ;Livraison d'envoi (Ent);2023-06-03 14:21:49.167;BENI-BELAID;37;
ATVIEBDZALGBBCN30033002000193;CA004423336AT;Expédition d'envoi é l'étranger (EDI-reéu);2023-05-17 17:50:00.000;;12;ALGéRIE
ATVIEBDZALGBBCN30033002000193;CA004423336AT                      ;Recevoir envoi au bureau d'échange (Ent);2023-05-21 08:52:40.613;ALGER COLIS POSTAUX;30;
ATVIEBDZALGBBCN30033002000193;CA004423336AT                      ;Expédier envoi é adresse nationale (Ent);2023-05-21 10:48:06.263;ALGER COLIS POSTAUX;35;FER CPX ALGER
ATVIEBDZALGBBCN30033002000193;CA004423336AT                      ;Expédier envoi é adresse nationale (Ent);2023-05-21 11:30:07.390;ALGER COLIS POSTAUX;35;CONSTANTINE COLIS POSTAUX
ATVIEBDZALGBBCN30033002000193;CA004423336AT                      ;Recevoir envoi au bureau de livraison (Ent);2023-05-25 08:48:27.253;CONSTANTINE COLIS POSTAUX;32;
ATVIEBDZALGBBCN30033002000193;CA004423336AT                      ;Enregistrer détails d'envoi au bureau d'échange (Srt);2023-05-25 09:28:17.863;CONSTANTINE COLIS POSTAUX;11;
ATVIEBDZALGBBCN30033002000193;CA004423336AT                      ;Expédier envoi é adresse nationale (Srt);2023-05-25 12:15:04.763;CONSTANTINE COLIS POSTAUX;2;CDD JIJEL
ATVIEBDZALGBBCN30033002000193;CA004423336AT                      ;Recevoir envoi au bureau de livraison (Ent);2023-05-27 14:09:06.763;CDD JIJEL;32;
ATVIEBDZALGBBCN30033002000193;CA004423336AT                      ;Recevoir envoi au bureau de livraison (Ent);2023-05-27 14:09:52.697;CDD JIJEL;32;
ATVIEBDZALGBBCN30033002000193;CA004423336AT                      ;Recevoir envoi au bureau de livraison (Ent);2023-05-27 14:21:44.457;CDD JIJEL;32;
ATVIEBDZALGBBCN30033002000193;CA004423336AT                      ;Recevoir envoi au bureau de livraison (Ent);2023-05-27 14:34:22.643;CDD JIJEL;32;
ATVIEBDZALGBBCN30033002000193;CA004423336AT                      ;Recevoir envoi au bureau de livraison (Ent);2023-05-27 14:52:58.297;CDD JIJEL;32;
ATVIEBDZALGBBCN30033002000193;CA004423336AT                      ;Recevoir envoi au bureau de livraison (Ent);2023-05-27 15:07:09.637;CDD JIJEL;32;
ATVIEBDZALGBBCN30033002000193;CA004423336AT                      ;Recevoir envoi au bureau de livraison (Ent);2023-05-27 15:11:51.023;CDD JIJEL;32;
ATVIEBDZALGBBCN30033002000193;CA004423336AT                      ;Recevoir envoi au bureau de livraison (Ent);2023-05-27 15:14:47.650;CDD JIJEL;32;
ATVIEBDZALGBBCN30033002000193;CA004423336AT                      ;Recevoir envoi au bureau de livraison (Ent);2023-05-27 15:17:05.317;CDD JIJEL;32;
ATVIEBDZALGBBCN30033002000193;CA004423336AT                      ;Recevoir envoi au bureau de livraison (Ent);2023-05-27 15:21:47.620;CDD JIJEL;32;
ATVIEBDZALGBBCN30033002000193;CA004423336AT                      ;Recevoir envoi au bureau de livraison (Ent);2023-05-27 15:25:01.310;CDD JIJEL;32;
ATVIEBDZALGBBCN30033002000193;CA004423336AT                      ;Recevoir envoi au bureau de livraison (Ent);2023-05-27 15:42:12.063;CDD JIJEL;32;
ATVIEBDZALGBBCN30033002000193;CA004423336AT                      ;Recevoir envoi au bureau de livraison (Ent);2023-05-28 05:28:29.687;CDD JIJEL;32;
ATVIEBDZALGBBCN30033002000193;CA004423336AT                      ;Expédier envoi é adresse nationale (Ent);2023-05-28 05:34:59.313;CDD JIJEL;35;BENI-BELAID
ATVIEBDZALGBBCN30033002000193;CA004423336AT                      ;Recevoir envoi au bureau de livraison (Ent);2023-05-28 10:21:55.587;BENI-BELAID;32;
ATVIEBDZALGBBCN30033002000193;CA004423336AT                      ;Vaine tentative de livraison d'envoi (Ent);2023-05-28 10:22:20.437;BENI-BELAID;36;
ATVIEBDZALGBBCN30033002000193;CA004423336AT                      ;Livraison d'envoi (Ent);2023-05-28 10:22:49.553;BENI-BELAID;37;
ATVIEBDZALGBBCN30042002000198;CA004424495AT;Expédition d'envoi é l'étranger (EDI-reéu);2023-06-07 17:50:00.000;;12;ALGéRIE
ATVIEBDZALGBBCN30042002000198;CA004424495AT                      ;Recevoir envoi au bureau d'échange (Ent);2023-06-14 08:28:59.127;ALGER COLIS POSTAUX;30;
ATVIEBDZALGBBCN30042002000198;CA004424495AT                      ;Expédier envoi é adresse nationale (Ent);2023-06-14 09:52:08.180;ALGER COLIS POSTAUX;35;FER CPX ALGER
ATVIEBDZALGBBCN30042002000198;CA004424495AT                      ;Expédier envoi é adresse nationale (Ent);2023-06-14 10:45:30.560;ALGER COLIS POSTAUX;35;CONSTANTINE COLIS POSTAUX
ATVIEBDZALGBBCN30042002000198;CA004424495AT                      ;Recevoir envoi au bureau de livraison (Ent);2023-06-17 10:28:49.937;CONSTANTINE COLIS POSTAUX;32;
ATVIEBDZALGBBCN30042002000198;CA004424495AT                      ;Expédier envoi é adresse nationale (Srt);2023-06-17 10:49:11.273;CONSTANTINE COLIS POSTAUX;2;CDD JIJEL
ATVIEBDZALGBBCN30042002000198;CA004424495AT                      ;Recevoir envoi au bureau de livraison (Ent);2023-06-18 13:57:57.203;CDD JIJEL;32;
ATVIEBDZALGBBCN30042002000198;CA004424495AT                      ;Expédier envoi é adresse nationale (Ent);2023-06-18 13:59:18.863;CDD JIJEL;35;BENI-BELAID
ATVIEBDZALGBBCN30042002000198;CA004424495AT                      ;Recevoir envoi au bureau de livraison (Ent);2023-06-19 09:58:49.910;BENI-BELAID;32;
ATVIEBDZALGBBCN30042002000198;CA004424495AT                      ;Vaine tentative de livraison d'envoi (Ent);2023-06-19 09:59:25.433;BENI-BELAID;36;
ATVIEBDZALGBBCN30042002000198;CA004424495AT                      ;Vaine tentative de livraison d'envoi (Ent);2023-06-19 10:58:09.307;BENI-BELAID;36;
ATVIEBDZALGBBCN30042002000198;CA004424495AT                      ;Livraison d'envoi (Ent);2023-06-19 11:00:31.360;BENI-BELAID;37;
ATVIEBDZALGBBCN30046002000144;CA004425005AT;Expédition d'envoi é l'étranger (EDI-reéu);2023-06-16 17:50:00.000;;12;ALGéRIE
ATVIEBDZALGBBCN30046002000144;CA004425005AT                      ;Recevoir envoi au bureau d'échange (Ent);2023-07-06 09:22:25.817;ALGER COLIS POSTAUX;30;
ATVIEBDZALGBBCN30046002000144;CA004425005AT                      ;Expédier envoi é adresse nationale (Ent);2023-07-06 09:39:58.167;ALGER COLIS POSTAUX;35;VISITE DOUANE CPX ALGER
ATVIEBDZALGBBCN30046002000144;CA004425005AT                      ;Expédier envoi é adresse nationale (Ent);2023-07-06 11:59:07.097;ALGER COLIS POSTAUX;35;AIN BENIAN
ATVIEBDZALGBBCN30046002000144;CA004425005AT                      ;Recevoir envoi au bureau de livraison (Ent);2023-07-08 11:51:59.720;AIN BENIAN;32;
ATVIEBDZALGBBCN30046002000144;CA004425005AT                      ;Transmettre envoi é l'agent de livraison (Ent);2023-07-08 11:52:44.130;AIN BENIAN;39;
ATVIEBDZALGBBCN30046002000144;CA004425005AT                      ;Livraison d'envoi (Ent);2023-07-08 11:55:33.553;AIN BENIAN;37;
ATVIEBDZALGBBCN30042003000199;CA004425120AT;Expédition d'envoi é l'étranger (EDI-reéu);2023-06-07 17:50:00.000;;12;ALGéRIE
ATVIEBDZALGBBCN30042003000199;CA004425120AT                      ;Recevoir envoi au bureau d'échange (Ent);2023-06-14 08:43:13.097;ALGER COLIS POSTAUX;30;
ATVIEBDZALGBBCN30042003000199;CA004425120AT                      ;Expédier envoi é adresse nationale (Ent);2023-06-14 09:51:17.420;ALGER COLIS POSTAUX;35;FER CPX ALGER
ATVIEBDZALGBBCN30042003000199;CA004425120AT                      ;Expédier envoi é adresse nationale (Ent);2023-06-14 10:45:25.440;ALGER COLIS POSTAUX;35;CONSTANTINE COLIS POSTAUX
ATVIEBDZALGBBCN30042003000199;CA004425120AT                      ;Recevoir envoi au bureau de livraison (Ent);2023-06-17 10:28:35.407;CONSTANTINE COLIS POSTAUX;32;
ATVIEBDZALGBBCN30042003000199;CA004425120AT                      ;Expédier envoi é adresse nationale (Srt);2023-06-17 10:48:58.770;CONSTANTINE COLIS POSTAUX;2;CDD JIJEL
ATVIEBDZALGBBCN30042003000199;CA004425120AT                      ;Recevoir envoi au bureau de livraison (Ent);2023-06-18 13:57:53.970;CDD JIJEL;32;
ATVIEBDZALGBBCN30042003000199;CA004425120AT                      ;Expédier envoi é adresse nationale (Ent);2023-06-18 13:59:01.900;CDD JIJEL;35;BENI-BELAID
ATVIEBDZALGBBCN30042003000199;CA004425120AT                      ;Recevoir envoi au bureau de livraison (Ent);2023-06-19 09:59:01.270;BENI-BELAID;32;
ATVIEBDZALGBBCN30042003000199;CA004425120AT                      ;Vaine tentative de livraison d'envoi (Ent);2023-06-19 09:59:37.187;BENI-BELAID;36;
ATVIEBDZALGBBCN30042003000199;CA004425120AT                      ;Vaine tentative de livraison d'envoi (Ent);2023-06-19 10:57:57.103;BENI-BELAID;36;
ATVIEBDZALGBBCN30042003000199;CA004425120AT                      ;Livraison d'envoi (Ent);2023-06-19 11:00:37.690;BENI-BELAID;37;
ATVIEBDZALGBBCN30049001000199;CA004431156AT;Expédition d'envoi é l'étranger (EDI-reéu);2023-06-23 17:50:00.000;;12;ALGéRIE
ATVIEBDZALGBBCN30049001000199;CA004431156AT                      ;Recevoir envoi au bureau d'échange (Ent);2023-07-06 09:22:11.290;ALGER COLIS POSTAUX;30;
ATVIEBDZALGBBCN30049001000199;CA004431156AT                      ;Expédier envoi é adresse nationale (Ent);2023-07-06 09:32:04.323;ALGER COLIS POSTAUX;35;FER CPX ALGER
ATVIEBDZALGBBCN30049001000199;CA004431156AT                      ;Expédier envoi é adresse nationale (Ent);2023-07-06 09:37:43.927;ALGER COLIS POSTAUX;35;CONSTANTINE COLIS POSTAUX
ATVIEBDZALGBBCN30049001000199;CA004431156AT                      ;Recevoir envoi au bureau de livraison (Ent);2023-07-09 08:37:28.053;CONSTANTINE COLIS POSTAUX;32;
ATVIEBDZALGBBCN30049001000199;CA004431156AT                      ;Expédier envoi é adresse nationale (Srt);2023-07-09 11:07:50.237;CONSTANTINE COLIS POSTAUX;2;CDD JIJEL
ATVIEBDZALGBBCN30049001000199;CA004431156AT                      ;Recevoir envoi au bureau de livraison (Ent);2023-07-10 14:26:16.933;CDD JIJEL;32;
ATVIEBDZALGBBCN30049001000199;CA004431156AT                      ;Recevoir envoi au bureau de livraison (Ent);2023-07-10 15:29:03.457;CDD JIJEL;32;
ATVIEBDZALGBBCN30049001000199;CA004431156AT                      ;Recevoir envoi au bureau de livraison (Ent);2023-07-11 05:37:37.490;CDD JIJEL;32;
ATVIEBDZALGBBCN30049001000199;CA004431156AT                      ;Expédier envoi é adresse nationale (Ent);2023-07-11 05:39:22.673;CDD JIJEL;35;BENI-BELAID
ATVIEBDZALGBBCN30049001000199;CA004431156AT                      ;Recevoir envoi au bureau de livraison (Ent);2023-07-12 07:56:19.993;BENI-BELAID;32;
ATVIEBDZALGBBCN30049001000199;CA004431156AT                      ;Vaine tentative de livraison d'envoi (Ent);2023-07-12 07:56:38.417;BENI-BELAID;36;
ATVIEBDZALGBACN30140001100116;CA004441992AT;Expédition d'envoi é l'étranger (EDI-reéu);2023-11-13 18:40:00.000;AUTRICHE;12;ALGéRIE
ATVIEBDZALGBACN30140001100116;CA004441992AT                      ;Recevoir envoi au bureau d'échange (Ent);2023-11-22 10:17:54.360;ALGER COLIS POSTAUX;30;
ATVIEBDZALGBACN30140001100116;CA004441992AT                      ;Expédier envoi é adresse nationale (Ent);2023-11-22 10:25:51.607;ALGER COLIS POSTAUX;35;AVION CPX ALGER
ATVIEBDZALGBACN30140001100116;CA004441992AT                      ;Expédier envoi é adresse nationale (Ent);2023-11-22 10:33:48.550;ALGER COLIS POSTAUX;35;ORAN COLIS POSTAUX
ATVIEBDZALGBACN30140001100116;CA004441992AT                      ;Recevoir envoi au bureau de livraison (Ent);2023-11-26 09:11:11.727;ORAN COLIS POSTAUX;32;
ATVIEBDZALGBACN30140001100116;CA004441992AT                      ;Expédier envoi é adresse nationale (Srt);2023-11-26 10:54:06.453;ORAN COLIS POSTAUX;2;CDD SAIDA
ATVIEBDZALGBACN30140001100116;CA004441992AT                      ;Recevoir envoi au bureau de livraison (Ent);2023-11-27 10:04:08.467;CDD SAIDA;32;
ATVIEBDZALGBACN30140001100116;CA004441992AT                      ;Expédier envoi é adresse nationale (Srt);2023-11-27 10:06:22.003;CDD SAIDA;2;AIN EL HADJAR
ATVIEBDZALGBACN30140001100116;CA004441992AT                      ;Recevoir envoi au bureau de livraison (Ent);2023-11-28 10:53:18.447;AIN EL HADJAR;32;
ATVIEBDZALGBACN30140001100116;CA004441992AT                      ;Transmettre envoi é l'agent de livraison (Ent);2023-11-28 10:53:35.690;AIN EL HADJAR;39;
ATVIEBDZALGBACN30140001100116;CA004441992AT                      ;Vaine tentative de livraison d'envoi (Ent);2023-11-28 10:53:53.893;AIN EL HADJAR;36;
ATVIEBDZALGBACN30140001100116;CA004441992AT                      ;Transmettre envoi é l'agent de livraison (Ent);2023-11-28 10:54:13.363;AIN EL HADJAR;39;
ATVIEBDZALGBACN30140001100116;CA004441992AT                      ;Livraison d'envoi (Ent);2023-11-28 13:20:35.917;AIN EL HADJAR;37;
ATVIEBDZALGBACN30156002000099;CA004457825AT;Expédition d'envoi é l'étranger (EDI-reéu);2023-12-15 18:40:00.000;AUTRICHE;12;ALGéRIE
ATVIEBDZALGBACN30156002000099;CA004457825AT                      ;Recevoir envoi au bureau d'échange (Ent);2024-01-25 08:15:13.550;ALGER COLIS POSTAUX;30;
ATVIEBDZALGBACN30156002000099;CA004457825AT                      ;Expédier envoi é adresse nationale (Ent);2024-01-25 08:55:50.903;ALGER COLIS POSTAUX;35;FER CPX ALGER
ATVIEBDZALGBACN30156002000099;CA004457825AT                      ;Expédier envoi é adresse nationale (Ent);2024-01-25 09:53:33.737;ALGER COLIS POSTAUX;35;ANNABA EL MARSA
ATVIEBDZALGBACN30156002000099;CA004457825AT                      ;Recevoir envoi au bureau de livraison (Ent);2024-01-28 08:15:27.720;ANNABA EL MARSA;32;
ATVIEBDZALGBACN30156002000099;CA004457825AT                      ;Expédier envoi é adresse nationale (Srt);2024-01-28 09:16:35.250;ANNABA EL MARSA;2;CDD TEBESSA
ATVIEBDZALGBACN30156002000099;CA004457825AT                      ;Recevoir envoi au bureau de livraison (Ent);2024-01-30 10:45:35.913;CDD TEBESSA;32;
ATVIEBDZALGBACN30156002000099;CA004457825AT                      ;Expédier envoi é adresse nationale (Srt);2024-01-30 10:45:51.493;CDD TEBESSA;2;MORSOTT
ATVIEBDZALGBACN30156002000099;CA004457825AT                      ;Recevoir envoi au bureau de livraison (Ent);2024-02-01 08:53:18.370;MORSOTT;32;
ATVIEBDZALGBACN30156002000099;CA004457825AT                      ;Transmettre envoi é l'agent de livraison (Ent);2024-02-01 09:18:08.927;MORSOTT;39;
